date,well_id,field,formation,oil_bbl,gas_mcf,water_bbl,flowing_hours,tubing_head_pressure_psi,downtime_hours,liquid_bbl,water_cut_pct,gor_scf_bbl
2025-09-08,EXM-PB-103,Permian South,Spraberry,365.08,279.11,262.34,24.0,2046.7,0.0,627.42,41.81,764.52
2025-09-09,EXM-PB-103,Permian South,Spraberry,358.41,272.7,262.98,24.0,2183.2,0.0,621.3900000000001,42.32,760.86
2025-09-10,EXM-PB-103,Permian South,Spraberry,343.72,258.07,239.81,24.0,2129.0,0.0,583.53,41.1,750.81
2025-09-11,EXM-PB-103,Permian South,Spraberry,335.08,256.42,221.18,21.6,2077.2,2.4,556.26,39.76,765.25
2025-09-12,EXM-PB-103,Permian South,Spraberry,355.19,257.96,269.18,24.0,2069.4,0.0,624.37,43.11,726.26
2025-09-13,EXM-PB-103,Permian South,Spraberry,370.13,253.48,249.78,24.0,2088.7,0.0,619.91,40.29,684.84
2025-09-14,EXM-PB-103,Permian South,Spraberry,370.55,283.65,269.41,24.0,2009.1,0.0,639.96,42.1,765.48
2025-09-15,EXM-PB-103,Permian South,Spraberry,361.91,262.43,257.47,24.0,2041.1,0.0,619.3800000000001,41.57,725.13
2025-09-16,EXM-PB-103,Permian South,Spraberry,371.13,308.07,273.64,24.0,2003.7,0.0,644.77,42.44,830.09
2025-09-17,EXM-PB-103,Permian South,Spraberry,339.03,257.43,248.83,24.0,2075.7,0.0,587.86,42.33,759.31
2025-09-18,EXM-PB-103,Permian South,Spraberry,351.53,271.28,241.49,24.0,2097.2,0.0,593.02,40.72,771.71
2025-09-19,EXM-PB-103,Permian South,Spraberry,352.61,268.02,248.57,24.0,2035.5,0.0,601.1800000000001,41.35,760.1
2025-09-20,EXM-PB-103,Permian South,Spraberry,137.67,105.86,106.11,9.6,2061.8,14.4,243.77999999999997,43.53,768.94
2025-09-21,EXM-PB-103,Permian South,Spraberry,350.24,261.69,267.2,24.0,2018.4,0.0,617.44,43.28,747.17
2025-09-22,EXM-PB-103,Permian South,Spraberry,335.93,260.64,233.96,24.0,2012.0,0.0,569.89,41.05,775.88
2025-09-23,EXM-PB-103,Permian South,Spraberry,139.05,102.4,106.94,9.6,2008.5,14.4,245.99,43.47,736.43
2025-09-24,EXM-PB-103,Permian South,Spraberry,383.24,303.2,296.58,24.0,2091.2,0.0,679.8199999999999,43.63,791.15
2025-09-25,EXM-PB-103,Permian South,Spraberry,371.06,268.86,251.28,24.0,2009.8,0.0,622.34,40.38,724.57
2025-09-26,EXM-PB-103,Permian South,Spraberry,350.09,268.93,251.2,24.0,2047.2,0.0,601.29,41.78,768.17
2025-09-27,EXM-PB-103,Permian South,Spraberry,356.07,265.38,257.4,24.0,1975.7,0.0,613.47,41.96,745.3
2025-09-28,EXM-PB-103,Permian South,Spraberry,363.2,269.74,255.14,24.0,2059.9,0.0,618.3399999999999,41.26,742.68
2025-09-29,EXM-PB-103,Permian South,Spraberry,373.58,288.43,277.71,24.0,2051.7,0.0,651.29,42.64,772.07
2025-09-30,EXM-PB-103,Permian South,Spraberry,360.47,275.22,247.46,24.0,2029.2,0.0,607.9300000000001,40.71,763.5
2025-10-01,EXM-PB-103,Permian South,Spraberry,348.51,280.32,269.34,24.0,2032.9,0.0,617.8499999999999,43.59,804.34
2025-10-02,EXM-PB-103,Permian South,Spraberry,357.05,291.94,262.55,24.0,1966.6,0.0,619.6,42.37,817.64
2025-10-03,EXM-PB-103,Permian South,Spraberry,358.04,269.62,280.64,24.0,2024.5,0.0,638.6800000000001,43.94,753.04
2025-10-04,EXM-PB-103,Permian South,Spraberry,337.55,262.12,256.38,24.0,1975.9,0.0,593.9300000000001,43.17,776.54
2025-10-05,EXM-PB-103,Permian South,Spraberry,341.51,278.33,245.92,24.0,2064.1,0.0,587.43,41.86,815.0
2025-10-06,EXM-PB-103,Permian South,Spraberry,347.1,262.35,254.04,24.0,1987.4,0.0,601.14,42.26,755.83
2025-10-07,EXM-PB-103,Permian South,Spraberry,308.23,236.35,217.74,21.6,1983.0,2.4,525.97,41.4,766.8
2025-10-08,EXM-PB-103,Permian South,Spraberry,362.27,263.02,275.86,24.0,2017.9,0.0,638.13,43.23,726.03
2025-10-09,EXM-PB-103,Permian South,Spraberry,363.9,298.28,298.82,24.0,2033.4,0.0,662.72,45.09,819.68
2025-10-10,EXM-PB-103,Permian South,Spraberry,352.7,260.35,279.57,24.0,2052.9,0.0,632.27,44.22,738.16
2025-10-11,EXM-PB-103,Permian South,Spraberry,346.81,271.21,272.83,24.0,2056.2,0.0,619.64,44.03,782.01
2025-10-12,EXM-PB-103,Permian South,Spraberry,336.67,238.27,256.01,24.0,2061.5,0.0,592.6800000000001,43.2,707.73
2025-10-13,EXM-PB-103,Permian South,Spraberry,321.49,245.93,254.13,24.0,2024.9,0.0,575.62,44.15,764.97
2025-10-14,EXM-PB-103,Permian South,Spraberry,339.88,265.09,242.86,24.0,1979.1,0.0,582.74,41.68,779.95
2025-10-15,EXM-PB-103,Permian South,Spraberry,320.18,230.9,246.77,21.6,2081.3,2.4,566.95,43.53,721.16
2025-10-16,EXM-PB-103,Permian South,Spraberry,340.81,279.97,287.27,24.0,2091.4,0.0,628.0799999999999,45.74,821.48
2025-10-17,EXM-PB-103,Permian South,Spraberry,317.2,252.41,211.6,24.0,1989.2,0.0,528.8,40.02,795.74
2025-10-18,EXM-PB-103,Permian South,Spraberry,357.49,262.02,274.86,24.0,1963.0,0.0,632.35,43.47,732.94
2025-10-19,EXM-PB-103,Permian South,Spraberry,338.71,271.59,260.95,24.0,2039.2,0.0,599.66,43.52,801.84
2025-10-20,EXM-PB-103,Permian South,Spraberry,333.22,260.22,241.68,24.0,1993.0,0.0,574.9000000000001,42.04,780.93
2025-10-21,EXM-PB-103,Permian South,Spraberry,344.95,280.78,291.95,24.0,2016.0,0.0,636.9,45.84,813.97
2025-10-22,EXM-PB-103,Permian South,Spraberry,355.65,286.68,281.84,24.0,1976.5,0.0,637.49,44.21,806.07
2025-10-23,EXM-PB-103,Permian South,Spraberry,358.49,259.67,287.17,24.0,1985.5,0.0,645.6600000000001,44.48,724.34
2025-10-24,EXM-PB-103,Permian South,Spraberry,351.02,254.04,273.13,24.0,1980.5,0.0,624.15,43.76,723.72
2025-10-25,EXM-PB-103,Permian South,Spraberry,322.59,252.75,241.97,24.0,1957.5,0.0,564.56,42.86,783.5
2025-10-26,EXM-PB-103,Permian South,Spraberry,361.17,281.76,281.16,24.0,1928.0,0.0,642.33,43.77,780.13
2025-10-27,EXM-PB-103,Permian South,Spraberry,335.17,264.93,291.53,24.0,1973.5,0.0,626.7,46.52,790.43
2025-10-28,EXM-PB-103,Permian South,Spraberry,335.01,248.52,253.93,24.0,1997.7,0.0,588.94,43.12,741.83
2025-10-29,EXM-PB-103,Permian South,Spraberry,332.89,260.91,273.93,24.0,2029.1,0.0,606.8199999999999,45.14,783.77
2025-10-30,EXM-PB-103,Permian South,Spraberry,353.45,254.49,288.51,24.0,1969.1,0.0,641.96,44.94,720.02
2025-10-31,EXM-PB-103,Permian South,Spraberry,344.62,267.4,278.48,24.0,1946.5,0.0,623.1,44.69,775.93
2025-11-01,EXM-PB-103,Permian South,Spraberry,360.12,288.59,290.64,24.0,1990.3,0.0,650.76,44.66,801.37
2025-11-02,EXM-PB-103,Permian South,Spraberry,328.7,249.44,261.64,24.0,1935.1,0.0,590.3399999999999,44.32,758.87
2025-11-03,EXM-PB-103,Permian South,Spraberry,350.73,271.93,290.03,24.0,1960.3,0.0,640.76,45.26,775.33
2025-11-04,EXM-PB-103,Permian South,Spraberry,329.5,255.24,250.53,24.0,1938.8,0.0,580.03,43.19,774.63
2025-11-05,EXM-PB-103,Permian South,Spraberry,341.62,256.94,264.2,24.0,1987.5,0.0,605.8199999999999,43.61,752.12
2025-11-06,EXM-PB-103,Permian South,Spraberry,343.06,263.45,278.75,24.0,2036.1,0.0,621.81,44.83,767.94
2025-11-07,EXM-PB-103,Permian South,Spraberry,331.43,240.76,243.78,24.0,1998.8,0.0,575.21,42.38,726.43
2025-11-08,EXM-PB-103,Permian South,Spraberry,320.47,250.83,249.65,24.0,1984.9,0.0,570.12,43.79,782.69
2025-11-09,EXM-PB-103,Permian South,Spraberry,349.16,250.87,307.0,24.0,1974.2,0.0,656.1600000000001,46.79,718.5
2025-11-10,EXM-PB-103,Permian South,Spraberry,334.2,246.8,260.9,24.0,1999.7,0.0,595.0999999999999,43.84,738.48
2025-11-11,EXM-PB-103,Permian South,Spraberry,349.6,275.45,284.81,24.0,1959.9,0.0,634.4100000000001,44.89,787.9
2025-11-12,EXM-PB-103,Permian South,Spraberry,327.03,236.29,252.64,24.0,2055.9,0.0,579.67,43.58,722.53
2025-11-13,EXM-PB-103,Permian South,Spraberry,340.4,264.9,297.6,24.0,1979.1,0.0,638.0,46.65,778.2
2025-11-14,EXM-PB-103,Permian South,Spraberry,352.84,255.58,266.39,24.0,1988.1,0.0,619.23,43.02,724.35
2025-11-15,EXM-PB-103,Permian South,Spraberry,307.49,232.63,231.15,24.0,2040.4,0.0,538.64,42.91,756.54
2025-11-16,EXM-PB-103,Permian South,Spraberry,339.33,257.57,245.63,24.0,1982.1,0.0,584.96,41.99,759.05
2025-11-17,EXM-PB-103,Permian South,Spraberry,325.61,253.03,252.28,24.0,1960.9,0.0,577.89,43.66,777.1
2025-11-18,EXM-PB-103,Permian South,Spraberry,359.23,292.33,284.4,24.0,1876.3,0.0,643.63,44.19,813.77
2025-11-19,EXM-PB-103,Permian South,Spraberry,331.66,256.54,268.63,24.0,1982.6,0.0,600.29,44.75,773.5
2025-11-20,EXM-PB-103,Permian South,Spraberry,332.07,236.34,236.28,24.0,1994.2,0.0,568.35,41.57,711.72
2025-11-21,EXM-PB-103,Permian South,Spraberry,330.95,256.28,264.97,24.0,1837.8,0.0,595.9200000000001,44.46,774.38
2025-11-22,EXM-PB-103,Permian South,Spraberry,320.54,249.91,261.68,24.0,1966.5,0.0,582.22,44.95,779.65
2025-11-23,EXM-PB-103,Permian South,Spraberry,323.5,235.51,257.65,24.0,1936.3,0.0,581.15,44.33,728.01
2025-11-24,EXM-PB-103,Permian South,Spraberry,313.36,244.12,243.62,24.0,1966.8,0.0,556.98,43.74,779.04
2025-11-25,EXM-PB-103,Permian South,Spraberry,325.59,249.69,251.67,24.0,2005.3,0.0,577.26,43.6,766.88
2025-11-26,EXM-PB-103,Permian South,Spraberry,330.44,252.86,250.65,24.0,1949.7,0.0,581.09,43.13,765.22
2025-11-27,EXM-PB-103,Permian South,Spraberry,332.42,248.02,257.42,24.0,1888.9,0.0,589.84,43.64,746.1
2025-11-28,EXM-PB-103,Permian South,Spraberry,307.74,239.52,256.74,24.0,1924.5,0.0,564.48,45.48,778.32
2025-11-29,EXM-PB-103,Permian South,Spraberry,313.98,241.32,254.43,24.0,1945.0,0.0,568.4100000000001,44.76,768.58
2025-11-30,EXM-PB-103,Permian South,Spraberry,337.09,249.42,237.74,24.0,2000.1,0.0,574.8299999999999,41.36,739.92
2025-12-01,EXM-PB-103,Permian South,Spraberry,351.04,273.62,304.74,24.0,1962.9,0.0,655.78,46.47,779.46
2025-12-02,EXM-PB-103,Permian South,Spraberry,353.31,274.48,272.77,24.0,2034.9,0.0,626.0799999999999,43.57,776.88
2025-12-03,EXM-PB-103,Permian South,Spraberry,338.34,250.67,289.65,24.0,2075.3,0.0,627.99,46.12,740.88
2025-12-04,EXM-PB-103,Permian South,Spraberry,326.66,250.66,259.73,24.0,1938.3,0.0,586.3900000000001,44.29,767.34
2025-12-05,EXM-PB-103,Permian South,Spraberry,331.8,243.73,311.97,24.0,1929.5,0.0,643.77,48.46,734.57
2025-12-06,EXM-PB-103,Permian South,Spraberry,345.49,268.31,320.85,24.0,1967.0,0.0,666.34,48.15,776.61
2025-12-07,EXM-PB-103,Permian South,Spraberry,334.01,253.84,278.38,24.0,1992.6,0.0,612.39,45.46,759.98
2025-12-08,EXM-PB-103,Permian South,Spraberry,321.45,254.98,269.87,24.0,1938.3,0.0,591.3199999999999,45.64,793.22
2025-12-09,EXM-PB-103,Permian South,Spraberry,335.34,235.35,277.68,24.0,1892.6,0.0,613.02,45.3,701.83
2025-12-10,EXM-PB-103,Permian South,Spraberry,353.36,266.17,301.16,24.0,1997.3,0.0,654.52,46.01,753.25
2025-12-11,EXM-PB-103,Permian South,Spraberry,303.36,242.31,260.51,24.0,1975.0,0.0,563.87,46.2,798.75
2025-12-12,EXM-PB-103,Permian South,Spraberry,315.17,231.7,248.85,24.0,1972.1,0.0,564.02,44.12,735.16
2025-12-13,EXM-PB-103,Permian South,Spraberry,309.21,245.92,261.97,24.0,1922.3,0.0,571.1800000000001,45.86,795.32
2025-12-14,EXM-PB-103,Permian South,Spraberry,318.55,239.16,241.94,24.0,1963.3,0.0,560.49,43.17,750.78
2025-12-15,EXM-PB-103,Permian South,Spraberry,128.02,103.61,111.31,9.6,1904.6,14.4,239.33,46.51,809.33
2025-12-16,EXM-PB-103,Permian South,Spraberry,325.38,244.14,249.2,24.0,1933.4,0.0,574.5799999999999,43.37,750.32
2025-12-17,EXM-PB-103,Permian South,Spraberry,330.8,251.9,267.09,24.0,1864.4,0.0,597.89,44.67,761.49
2025-12-18,EXM-PB-103,Permian South,Spraberry,321.84,244.46,283.06,24.0,1915.1,0.0,604.9,46.79,759.57
2025-12-19,EXM-PB-103,Permian South,Spraberry,324.54,252.48,290.79,24.0,1915.5,0.0,615.33,47.26,777.96
2025-12-20,EXM-PB-103,Permian South,Spraberry,319.89,245.68,287.77,24.0,1863.4,0.0,607.66,47.36,768.01
2025-12-21,EXM-PB-103,Permian South,Spraberry,314.76,240.35,277.58,24.0,1937.5,0.0,592.3399999999999,46.86,763.6
2025-12-22,EXM-PB-103,Permian South,Spraberry,296.58,225.95,270.38,24.0,1934.4,0.0,566.96,47.69,761.85
2025-12-23,EXM-PB-103,Permian South,Spraberry,324.03,245.34,282.38,24.0,1917.6,0.0,606.41,46.57,757.15
2025-12-24,EXM-PB-103,Permian South,Spraberry,316.14,232.09,262.44,24.0,1867.7,0.0,578.5799999999999,45.36,734.14
2025-12-25,EXM-PB-103,Permian South,Spraberry,312.04,238.13,264.99,24.0,1902.2,0.0,577.03,45.92,763.14
2025-12-26,EXM-PB-103,Permian South,Spraberry,344.69,259.11,281.46,24.0,1968.6,0.0,626.15,44.95,751.72
2025-12-27,EXM-PB-103,Permian South,Spraberry,342.46,262.76,278.25,24.0,1854.4,0.0,620.71,44.83,767.27
2025-12-28,EXM-PB-103,Permian South,Spraberry,247.3,183.93,213.83,18.0,1914.6,6.0,461.13,46.37,743.75
2025-12-29,EXM-PB-103,Permian South,Spraberry,314.18,232.53,285.18,24.0,1950.2,0.0,599.36,47.58,740.12
2025-12-30,EXM-PB-103,Permian South,Spraberry,319.48,258.49,280.3,24.0,1974.7,0.0,599.78,46.73,809.1
2025-12-31,EXM-PB-103,Permian South,Spraberry,322.65,255.39,290.21,24.0,1894.0,0.0,612.8599999999999,47.35,791.54
2024-03-10,EXM-PB-104,Permian South,Wolfcamp A,929.98,1011.71,311.52,24.0,2870.5,0.0,1241.5,25.09,1087.88
2024-03-11,EXM-PB-104,Permian South,Wolfcamp A,883.73,988.76,282.85,24.0,2841.9,0.0,1166.58,24.25,1118.85
2024-03-12,EXM-PB-104,Permian South,Wolfcamp A,866.76,863.57,281.02,24.0,2826.7,0.0,1147.78,24.48,996.32
2024-03-13,EXM-PB-104,Permian South,Wolfcamp A,890.82,902.32,253.2,24.0,2802.4,0.0,1144.02,22.13,1012.91
2024-03-14,EXM-PB-104,Permian South,Wolfcamp A,926.89,913.41,336.13,24.0,2915.2,0.0,1263.02,26.61,985.46
2024-03-15,EXM-PB-104,Permian South,Wolfcamp A,906.3,937.51,269.76,24.0,2804.5,0.0,1176.06,22.94,1034.44
2024-03-16,EXM-PB-104,Permian South,Wolfcamp A,835.42,888.62,288.55,24.0,2844.3,0.0,1123.97,25.67,1063.68
2024-03-17,EXM-PB-104,Permian South,Wolfcamp A,887.24,925.96,303.67,24.0,2807.7,0.0,1190.91,25.5,1043.64
2024-03-18,EXM-PB-104,Permian South,Wolfcamp A,952.18,1014.32,338.06,24.0,2790.9,0.0,1290.24,26.2,1065.26
2024-03-19,EXM-PB-104,Permian South,Wolfcamp A,852.46,859.1,332.37,24.0,2827.8,0.0,1184.83,28.05,1007.79
2024-03-20,EXM-PB-104,Permian South,Wolfcamp A,896.45,988.74,307.09,24.0,2871.4,0.0,1203.54,25.52,1102.95
2024-03-21,EXM-PB-104,Permian South,Wolfcamp A,886.79,1008.93,299.95,24.0,2877.9,0.0,1186.74,25.28,1137.73
2024-03-22,EXM-PB-104,Permian South,Wolfcamp A,881.37,911.88,286.98,24.0,2808.7,0.0,1168.35,24.56,1034.62
2024-03-23,EXM-PB-104,Permian South,Wolfcamp A,945.32,885.16,340.02,24.0,2887.2,0.0,1285.3400000000001,26.45,936.36
2024-03-24,EXM-PB-104,Permian South,Wolfcamp A,873.53,940.83,314.02,24.0,2867.5,0.0,1187.55,26.44,1077.04
2024-03-25,EXM-PB-104,Permian South,Wolfcamp A,877.33,910.12,260.15,24.0,2826.2,0.0,1137.48,22.87,1037.37
2024-03-26,EXM-PB-104,Permian South,Wolfcamp A,870.56,882.63,315.34,24.0,2819.4,0.0,1185.8999999999999,26.59,1013.86
2024-03-27,EXM-PB-104,Permian South,Wolfcamp A,918.25,955.1,323.56,24.0,2835.1,0.0,1241.81,26.06,1040.13
2024-03-28,EXM-PB-104,Permian South,Wolfcamp A,970.93,1010.52,350.57,24.0,2884.8,0.0,1321.5,26.53,1040.78
2024-03-29,EXM-PB-104,Permian South,Wolfcamp A,911.92,948.9,327.96,24.0,2823.8,0.0,1239.8799999999999,26.45,1040.55
2024-03-30,EXM-PB-104,Permian South,Wolfcamp A,864.56,829.82,291.45,24.0,2805.6,0.0,1156.01,25.21,959.82
2024-03-31,EXM-PB-104,Permian South,Wolfcamp A,863.29,909.15,327.23,24.0,2819.5,0.0,1190.52,27.49,1053.12
2024-04-01,EXM-PB-104,Permian South,Wolfcamp A,870.31,887.78,328.06,24.0,2755.3,0.0,1198.37,27.38,1020.07
2024-04-02,EXM-PB-104,Permian South,Wolfcamp A,863.37,894.78,291.22,24.0,2792.7,0.0,1154.5900000000001,25.22,1036.38
2024-04-03,EXM-PB-104,Permian South,Wolfcamp A,903.7,895.62,342.72,24.0,2873.9,0.0,1246.42,27.5,991.06
2024-04-04,EXM-PB-104,Permian South,Wolfcamp A,853.76,872.64,367.18,24.0,2891.7,0.0,1220.94,30.07,1022.11
2024-04-05,EXM-PB-104,Permian South,Wolfcamp A,839.44,857.48,282.02,24.0,2803.3,0.0,1121.46,25.15,1021.49
2024-04-06,EXM-PB-104,Permian South,Wolfcamp A,841.97,918.52,326.67,24.0,2856.3,0.0,1168.64,27.95,1090.92
2024-04-07,EXM-PB-104,Permian South,Wolfcamp A,859.9,859.67,310.83,24.0,2789.2,0.0,1170.73,26.55,999.73
2024-04-08,EXM-PB-104,Permian South,Wolfcamp A,833.67,932.93,324.76,24.0,2828.5,0.0,1158.4299999999998,28.03,1119.06
2024-04-09,EXM-PB-104,Permian South,Wolfcamp A,874.56,915.75,325.99,24.0,2781.9,0.0,1200.55,27.15,1047.1
2024-04-10,EXM-PB-104,Permian South,Wolfcamp A,877.76,904.02,316.51,24.0,2851.4,0.0,1194.27,26.5,1029.92
2024-04-11,EXM-PB-104,Permian South,Wolfcamp A,864.84,904.01,274.39,24.0,2762.0,0.0,1139.23,24.09,1045.29
2024-04-12,EXM-PB-104,Permian South,Wolfcamp A,824.87,833.65,281.72,24.0,2793.7,0.0,1106.5900000000001,25.46,1010.64
2024-04-13,EXM-PB-104,Permian South,Wolfcamp A,861.58,909.74,276.95,24.0,2853.9,0.0,1138.53,24.33,1055.9
2024-04-14,EXM-PB-104,Permian South,Wolfcamp A,877.7,913.63,319.49,24.0,2837.1,0.0,1197.19,26.69,1040.94
2024-04-15,EXM-PB-104,Permian South,Wolfcamp A,812.8,845.36,290.95,24.0,2904.0,0.0,1103.75,26.36,1040.06
2024-04-16,EXM-PB-104,Permian South,Wolfcamp A,848.53,888.32,276.05,24.0,2843.5,0.0,1124.58,24.55,1046.89
2024-04-17,EXM-PB-104,Permian South,Wolfcamp A,874.48,981.68,274.77,24.0,2769.2,0.0,1149.25,23.91,1122.59
2024-04-18,EXM-PB-104,Permian South,Wolfcamp A,792.13,831.35,287.98,24.0,2793.5,0.0,1080.1100000000001,26.66,1049.51
2024-04-19,EXM-PB-104,Permian South,Wolfcamp A,849.84,875.25,266.1,24.0,2843.6,0.0,1115.94,23.85,1029.9
2024-04-20,EXM-PB-104,Permian South,Wolfcamp A,832.4,809.49,324.81,24.0,2740.0,0.0,1157.21,28.07,972.48
2024-04-21,EXM-PB-104,Permian South,Wolfcamp A,841.29,898.47,304.78,24.0,2876.2,0.0,1146.07,26.59,1067.97
2024-04-22,EXM-PB-104,Permian South,Wolfcamp A,801.14,835.48,299.49,24.0,2665.5,0.0,1100.63,27.21,1042.86
2024-04-23,EXM-PB-104,Permian South,Wolfcamp A,858.54,855.76,307.78,24.0,2751.5,0.0,1166.32,26.39,996.76
2024-04-24,EXM-PB-104,Permian South,Wolfcamp A,801.08,866.77,264.64,24.0,2721.1,0.0,1065.72,24.83,1082.0
2024-04-25,EXM-PB-104,Permian South,Wolfcamp A,848.09,923.47,324.27,24.0,2784.4,0.0,1172.3600000000001,27.66,1088.88
2024-04-26,EXM-PB-104,Permian South,Wolfcamp A,837.28,950.88,307.91,24.0,2721.7,0.0,1145.19,26.89,1135.68
2024-04-27,EXM-PB-104,Permian South,Wolfcamp A,837.1,863.54,319.03,24.0,2791.0,0.0,1156.13,27.59,1031.59
2024-04-28,EXM-PB-104,Permian South,Wolfcamp A,819.19,788.98,345.24,24.0,2760.4,0.0,1164.43,29.65,963.12
2024-04-29,EXM-PB-104,Permian South,Wolfcamp A,845.22,839.01,289.59,24.0,2750.2,0.0,1134.81,25.52,992.65
2024-04-30,EXM-PB-104,Permian South,Wolfcamp A,798.55,814.31,367.17,24.0,2681.4,0.0,1165.72,31.5,1019.74
2024-05-01,EXM-PB-104,Permian South,Wolfcamp A,865.6,896.27,293.99,24.0,2785.8,0.0,1159.5900000000001,25.35,1035.43
2024-05-02,EXM-PB-104,Permian South,Wolfcamp A,819.11,849.11,300.33,24.0,2816.0,0.0,1119.44,26.83,1036.63
2024-05-03,EXM-PB-104,Permian South,Wolfcamp A,841.94,902.38,307.14,24.0,2794.8,0.0,1149.08,26.73,1071.79
2024-05-04,EXM-PB-104,Permian South,Wolfcamp A,858.52,862.3,309.18,24.0,2722.4,0.0,1167.7,26.48,1004.4
2024-05-05,EXM-PB-104,Permian South,Wolfcamp A,818.06,768.65,318.57,24.0,2795.0,0.0,1136.6299999999999,28.03,939.6
2024-05-06,EXM-PB-104,Permian South,Wolfcamp A,768.49,792.73,277.89,21.6,2823.5,2.4,1046.38,26.56,1031.54
2024-05-07,EXM-PB-104,Permian South,Wolfcamp A,829.34,835.27,321.07,24.0,2804.9,0.0,1150.41,27.91,1007.15
2024-05-08,EXM-PB-104,Permian South,Wolfcamp A,855.01,874.23,282.28,24.0,2790.5,0.0,1137.29,24.82,1022.48
2024-05-09,EXM-PB-104,Permian South,Wolfcamp A,842.35,865.72,328.02,24.0,2714.2,0.0,1170.37,28.03,1027.74
2024-05-10,EXM-PB-104,Permian South,Wolfcamp A,852.47,919.58,310.1,24.0,2849.1,0.0,1162.5700000000002,26.67,1078.72
2024-05-11,EXM-PB-104,Permian South,Wolfcamp A,800.79,793.47,322.1,24.0,2757.4,0.0,1122.8899999999999,28.68,990.86
2024-05-12,EXM-PB-104,Permian South,Wolfcamp A,789.89,806.36,278.23,24.0,2763.7,0.0,1068.12,26.05,1020.85
2024-05-13,EXM-PB-104,Permian South,Wolfcamp A,791.54,836.71,348.51,24.0,2798.2,0.0,1140.05,30.57,1057.07
2024-05-14,EXM-PB-104,Permian South,Wolfcamp A,787.2,882.99,310.17,24.0,2777.3,0.0,1097.3700000000001,28.26,1121.68
2024-05-15,EXM-PB-104,Permian South,Wolfcamp A,839.79,855.11,321.35,24.0,2727.5,0.0,1161.1399999999999,27.68,1018.24
2024-05-16,EXM-PB-104,Permian South,Wolfcamp A,782.6,860.59,338.55,24.0,2719.7,0.0,1121.15,30.2,1099.65
2024-05-17,EXM-PB-104,Permian South,Wolfcamp A,777.18,811.2,313.66,24.0,2792.1,0.0,1090.84,28.75,1043.77
2024-05-18,EXM-PB-104,Permian South,Wolfcamp A,830.43,887.05,284.72,24.0,2756.5,0.0,1115.15,25.53,1068.18
2024-05-19,EXM-PB-104,Permian South,Wolfcamp A,756.94,783.24,352.84,24.0,2765.5,0.0,1109.78,31.79,1034.75
2024-05-20,EXM-PB-104,Permian South,Wolfcamp A,759.42,824.64,287.04,24.0,2762.2,0.0,1046.46,27.43,1085.88
2024-05-21,EXM-PB-104,Permian South,Wolfcamp A,810.14,786.52,278.87,24.0,2685.4,0.0,1089.01,25.61,970.84
2024-05-22,EXM-PB-104,Permian South,Wolfcamp A,752.2,820.19,291.01,24.0,2728.7,0.0,1043.21,27.9,1090.39
2024-05-23,EXM-PB-104,Permian South,Wolfcamp A,788.13,811.88,269.48,24.0,2764.9,0.0,1057.6100000000001,25.48,1030.13
2024-05-24,EXM-PB-104,Permian South,Wolfcamp A,833.43,884.84,385.0,24.0,2655.0,0.0,1218.4299999999998,31.6,1061.68
2024-05-25,EXM-PB-104,Permian South,Wolfcamp A,811.17,801.74,308.22,24.0,2729.4,0.0,1119.3899999999999,27.53,988.37
2024-05-26,EXM-PB-104,Permian South,Wolfcamp A,793.12,818.82,295.2,24.0,2721.1,0.0,1088.32,27.12,1032.4
2024-05-27,EXM-PB-104,Permian South,Wolfcamp A,732.21,716.91,319.5,24.0,2727.6,0.0,1051.71,30.38,979.1
2024-05-28,EXM-PB-104,Permian South,Wolfcamp A,790.65,871.42,333.69,24.0,2752.4,0.0,1124.34,29.68,1102.16
2024-05-29,EXM-PB-104,Permian South,Wolfcamp A,801.9,803.69,320.75,24.0,2762.3,0.0,1122.65,28.57,1002.23
2024-05-30,EXM-PB-104,Permian South,Wolfcamp A,804.13,821.74,306.28,24.0,2674.1,0.0,1110.4099999999999,27.58,1021.9
2024-05-31,EXM-PB-104,Permian South,Wolfcamp A,781.9,855.91,338.93,24.0,2643.5,0.0,1120.83,30.24,1094.65
2024-06-01,EXM-PB-104,Permian South,Wolfcamp A,769.5,768.77,298.18,24.0,2592.5,0.0,1067.68,27.93,999.05
2024-06-02,EXM-PB-104,Permian South,Wolfcamp A,772.59,768.91,289.27,24.0,2769.4,0.0,1061.8600000000001,27.24,995.24
2024-06-03,EXM-PB-104,Permian South,Wolfcamp A,807.46,812.0,330.45,24.0,2717.6,0.0,1137.91,29.04,1005.62
2024-06-04,EXM-PB-104,Permian South,Wolfcamp A,766.46,787.32,318.0,24.0,2731.7,0.0,1084.46,29.32,1027.22
2024-06-05,EXM-PB-104,Permian South,Wolfcamp A,726.5,765.39,292.07,24.0,2782.0,0.0,1018.5699999999999,28.67,1053.53
2024-06-06,EXM-PB-104,Permian South,Wolfcamp A,774.58,845.99,259.02,24.0,2787.5,0.0,1033.6,25.06,1092.19
2024-06-07,EXM-PB-104,Permian South,Wolfcamp A,766.62,846.92,351.0,24.0,2771.8,0.0,1117.62,31.41,1104.75
2024-06-08,EXM-PB-104,Permian South,Wolfcamp A,832.99,935.97,332.05,24.0,2764.6,0.0,1165.04,28.5,1123.63
2024-06-09,EXM-PB-104,Permian South,Wolfcamp A,796.27,894.17,359.72,24.0,2736.9,0.0,1155.99,31.12,1122.95
